"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
"181259430328159672","SIEMENS/西门子 95e+233+565+636 烟灶洗碗机微蒸烤一体套装","25390.00","1","LC45SK95EWzzER77K233MPzzCP565AGS0WzzSJ636X01JC","","","","交易成功",""
"228203013165034280","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234857100763612013","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234853548851538010","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228326278468546175","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242897794663988367","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234855596361454524","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242673440347517757","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"243180323968638167","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242833602567659027","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"234771789962926201","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"227787910982058070","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"242620352778918255","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"234818476195435202","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"211360903997058602","SIEMENS/西门子 SN555S03JC 进口家用全自动洗碗机嵌入式13套智能","9600.00","1","SN555S03JC","","","","",""
"235668066029501358","【狂欢价】SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","交易成功",""
"223165958356608776","【狂欢价】SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","交易成功",""
"242863746569142662","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228053828094159887","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"220042211727399481","购9.9元特权 享指定型号特权豪礼（具体请查看商品详情）","9.90","1","COUPON28","","","","付款以前，卖家或买家主动关闭交易",""
"233618222180318606","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"235267311092437910","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"235060334057368405","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242448674625893138","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"242672546602617956","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"227956326879573775","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"243112195343726347","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228136037336226469","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228128389860798869","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228123045603796678","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"240024194493082264","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"233560367749282106","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242346051900621441","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以前，卖家或买家主动关闭交易",""
"227988580910442886","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234785004015103000","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228242438049509093","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"233302893554643721","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242552352886982235","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"233224364153225224","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"240257057935849762","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"240301890201137655","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"226555524184102995","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"240795906914863650","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"235023374487688509","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242547840179935567","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234853901742213624","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228221894338870270","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"235212847509396203","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242612129042881441","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"235007630775236509","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"222846436558301786","SIEMENS/西门子 BE525LMS0W嵌入式微波炉烧烤烤箱家用内嵌多功能","3990.00","1","BE525LMS0W","颜色分类：不锈钢色","","","交易成功","BE525LMS0W"
"223444999418728579","【狂欢价】SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","交易成功",""
"227974660721871084","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242729314810048067","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242732610195230255","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"243023235894814851","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234751948212786223","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228191910990894482","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234993326721732109","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228066085615807892","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228438471977925988","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242445921229883162","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"228271335560807892","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"226605765769682583","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"228210695601675186","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"242352098102112650","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"240328000358433246","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"242118913184810040","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"240612193275899062","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"222990220853765715","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1299.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AEUFI—SN656X16IC黑色门板","","","交易成功","SZ06AEUFI"
"218028940240108238","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","交易成功",""
"235592002596033767","【狂欢价】SIEMENS/西门子 953+23EMP大吸力吸油烟机大尺寸燃气烟灶套餐","6130.00","1","LC43S953TIzzER74F23EMP","颜色分类：黑色;燃料种类：天然气","","","交易成功","LC43S953TIzzER74F23EMP"
"228182502605848083","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242985155510781466","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"240640065523680740","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","12990.00","1","CP565AGS0W","颜色分类：不锈钢色","","","付款以前，卖家或买家主动关闭交易","CP565AGS0W"
"228169126944588381","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228177830127468484","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228172102311241769","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228419719403326887","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227922180843213697","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242445504547021550","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","2","COUPON28","","","","",""
"242664226839132046","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234705324627770311","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234795597852942705","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242949475587144667","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228021381760335270","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"180592104474712581","【欢聚价】SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体机家用多功能烤箱","12990.00","1","CP565AGS0W","颜色分类：不锈钢色","","","付款以前，卖家或买家主动关闭交易","CP565AGS0W"
"242401248981842052","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234685772240788921","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228120934727966095","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242905923115527360","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227881028225965987","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242378465499675736","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234725485211284406","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227919077824862477","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228327527720404993","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242250240160503147","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242286144944702141","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242368736661815360","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"223947686790044199","SIEMENS/西门子 ER71F233MP 钢化玻璃面板易清洁天然气燃气灶双灶","1740.00","1","ER71F233MP","颜色分类：黑色;适用气源：天然气","","","付款以前，卖家或买家主动关闭交易","ER71F233MP"
"234711277513559724","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242518178541260354","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242111907915212466","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以前，卖家或买家主动关闭交易",""
"228070694166366476","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"241090978935530657","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"234697837684955922","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242565890588299266","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242785155916163633","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228046950981614388","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234860558219228914","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234649772632470911","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"236466112689604059","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","交易成功",""
"242709443485963127","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234673261504401706","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227759556834604796","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"235777795921544253","SIEMENS/西门子 BE525LMS0W嵌入式微波炉烧烤烤箱家用内嵌多功能","3990.00","1","BE525LMS0W","颜色分类：不锈钢色","","","交易成功","BE525LMS0W"
"229752079530036723","【狂欢价】SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","交易成功",""
"223137350604478386","【狂欢价】SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","9390.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","交易成功","LC45SK95EWzzER77K233MP"
"235026127829948322","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234398924173063311","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","26","COUPON28","","","","",""
"227554501442945893","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"227980678820200895","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242172160185844126","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"235485889634194637","【狂欢价】SIEMENS/西门子 953+23EMP大吸力吸油烟机大尺寸燃气烟灶套餐","6130.00","1","LC43S953TIzzER74F23EMP","颜色分类：黑色;燃料种类：天然气","","","交易成功","LC43S953TIzzER74F23EMP"
"235305602091690953","【狂欢价】SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","交易成功",""
"234802222162360820","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234545772365899822","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234797262343899822","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以前，卖家或买家主动关闭交易",""
"242149984867484661","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242639043825856145","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242259457769446944","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"240681601035992449","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","交易成功",""
"235450915264941051","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","交易成功",""
"234767150593393720","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227939622439906995","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242331554681577244","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228175591731281870","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227688804372803784","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"229997934099479213","【狂欢价】SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","19200.00","1","HB24D555WzzHB43GB550W","","","","交易成功",""
"242213057282239235","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242208065843576761","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228166791237160592","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234742574597540316","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242291234700135228","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"235529090046505339","【狂欢价】SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","交易成功",""
"242204769087756264","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228155751467051683","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242574371979867942","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"216234000794028820","【欢聚价】SIEMENS/西门子 953+23EMP大吸力吸油烟机大尺寸燃气烟灶套餐","6130.00","1","LC43S953TIzzER74F23EMP","颜色分类：黑色;燃料种类：天然气","","","交易成功","LC43S953TIzzER74F23EMP"
"242574307494393561","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227655812676558785","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"213933030469115946","【欢聚价】SIEMENS/西门子 SN555S03JC 进口家用全自动洗碗机嵌入式13套智能","9600.00","1","SN555S03JC","","","","交易成功",""
"228139175728523881","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234516621716622309","SIEMENS/西门子 HS363600W消毒柜嵌入式家用紫外线消毒碗柜镶嵌式","4990.00","1","HS363600W","颜色分类：黑色","","","付款以前，卖家或买家主动关闭交易","HS363600W"
"234466316720664706","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242545475266283841","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234934607392277509","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"229986499669998759","【狂欢价】SIEMENS/西门子 LS67PA962W+ER76F232MP大吸力大火力侧吸烟灶套装","7800.00","1","LS67PA962WzzER76F232MP","颜色分类：黑;燃料种类：天然气","","","交易成功","LS67PA962WzzER76F232MP"
"241888768667687754","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以前，卖家或买家主动关闭交易",""
"213655073771212356","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1299.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AEUBI—SN555S03JC门板","","","交易成功","SZ06AEUBI"
"222977415880953499","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AXCFI—SJ636X01JC黑色门板","","","交易成功","SZ06AXCFI"
"234922112901941051","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AXCFI—SJ636X01JC黑色门板","","","交易成功","SZ06AXCFI"
"216963822346645118","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1299.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AEUBI—SN555S03JC门板","","","交易成功","SZ06AEUBI"
"180590706304801087","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ02AXCFI-SJ636X01JC白色门板","","","交易成功","SZ02AXCFI"
"242224418351768856","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"122554239814183132","【女王价】SIEMENS/西门子68FK961W+77K233抽油烟机燃气灶套餐烟机灶具套装","11690.00","1","LS68FK961WzzER77K233MP","颜色分类：黑色;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LS68FK961WzzER77K233MP"
"216846669232645118","【欢聚价】SIEMENS/西门子 SN555S03JC 进口家用全自动洗碗机嵌入式13套智能","9600.00","1","SN555S03JC","","","","交易成功",""
"234678958823624516","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"223065230093617948","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","12990.00","1","CP565AGS0W","颜色分类：不锈钢色","","","交易成功","CP565AGS0W"
"234889359952669505","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"228234220551858222","【狂欢价】SIEMENS/西门子 565+621 微蒸烤一体机/嵌入式8套洗碗机套餐","17590.00","1","CP565AGS0WzzSC74M621TI","","","","交易成功",""
"234665614325278905","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"222941509812830892","【狂欢价】SIEMENS/西门子 SK215I00AC 家用嵌入式洗碗机免安装智能6套台式","5290.00","1","SK215I00AC","","","","交易成功",""
"227666118214906678","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以后用户退款成功，交易自动关闭",""
"241730721496583730","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"241965057205953229","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"241881634244125229","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"242055041953002431","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234862223196321614","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"241226848237733945","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以前，卖家或买家主动关闭交易",""
"241746531539733945","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以前，卖家或买家主动关闭交易",""
"223275431041149576","SIEMENS/西门子 LC43S953TI欧式抽油烟机顶吸式自清洁吸油烟机","3890.00","1","LC43S953TI","颜色分类：不锈钢色","","","交易成功","LC43S953TI"
"241891488141066832","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242115874221090252","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242252899364653135","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"226327429810053687","SIEMENS/西门子 SK215I00AC 家用嵌入式洗碗机免安装智能6套台式","5290.00","1","SK215I00AC","","","","交易成功",""
"226704391118053687","SIEMENS/西门子 SK215I00AC 家用嵌入式洗碗机免安装智能6套台式","5290.00","1","SK215I00AC","","","","付款以前，卖家或买家主动关闭交易",""
"226184324677053687","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"242379395876229856","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227515044786855895","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242069058359085661","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"241835808719386453","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227628741218398873","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234449453335876717","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242349059394621441","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242050114661594039","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234440141137175514","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"227603589735132185","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234989312184486134","【狂欢价】SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","交易成功",""
"241928161111325737","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242011554684525142","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"234789839214145913","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"242012322053774359","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
